Temperatura,Umidade,Analogico,Hora,Sopro
42.7,60.0,4095.0,17.850985765457153,SEM SOPRO
42.7,60.0,4095.0,17.931862354278564,SEM SOPRO
42.7,60.0,4095.0,18.012688636779785,SEM SOPRO
42.7,60.0,4095.0,18.09166169166565,SEM SOPRO
42.3,60.0,4095.0,18.196784496307373,SEM SOPRO
42.3,60.0,4095.0,18.27686047554016,SEM SOPRO
42.3,60.0,4095.0,18.356756448745728,SEM SOPRO
42.3,60.0,4095.0,18.436558723449707,SEM SOPRO
42.3,60.0,4095.0,18.51669716835022,SEM SOPRO
42.3,60.0,4095.0,18.596744775772095,SEM SOPRO
42.3,60.0,4095.0,18.676944732666016,SEM SOPRO
42.3,60.0,4095.0,18.7564754486084,SEM SOPRO
42.3,60.0,4095.0,18.83700966835022,SEM SOPRO
42.3,60.0,4095.0,18.916841983795166,SEM SOPRO
42.3,60.0,4095.0,18.996480703353882,SEM SOPRO
42.3,60.0,4095.0,19.07677388191223,SEM SOPRO
42.3,60.0,4095.0,19.156779527664185,SEM SOPRO
42.3,60.0,4095.0,19.23701524734497,SEM SOPRO
42.3,60.0,4095.0,19.316903352737427,SEM SOPRO
42.3,60.0,4095.0,19.3969943523407,SEM SOPRO
42.3,60.0,4095.0,19.4763445854187,SEM SOPRO
42.3,60.0,4095.0,19.556880474090576,SEM SOPRO
42.3,60.0,4095.0,19.63606357574463,SEM SOPRO
42.3,60.0,4095.0,19.71710467338562,SEM SOPRO
42.3,60.0,4095.0,19.796522617340088,SEM SOPRO
42.3,60.0,4095.0,19.8767569065094,SEM SOPRO
42.3,60.0,4095.0,19.956927061080933,SEM SOPRO
42.3,60.0,4095.0,20.03702163696289,SEM SOPRO
42.3,60.0,4095.0,20.117693185806274,SEM SOPRO
42.0,64.0,4095.0,20.222461223602295,SEM SOPRO
42.0,64.0,4095.0,20.30070471763611,SEM SOPRO
42.0,64.0,4095.0,20.380923986434937,SEM SOPRO
42.0,64.0,4095.0,20.460209608078003,SEM SOPRO
42.0,64.0,4095.0,20.540997982025146,SEM SOPRO
42.0,64.0,4095.0,20.61978316307068,SEM SOPRO
42.0,64.0,4095.0,20.700194120407104,SEM SOPRO
42.0,64.0,4095.0,20.780755758285522,SEM SOPRO
42.0,64.0,4095.0,20.85984206199646,SEM SOPRO
42.0,64.0,4095.0,20.940709829330444,SEM SOPRO
42.0,64.0,4095.0,21.020390033721924,SEM SOPRO
42.0,64.0,4095.0,21.09961199760437,SEM SOPRO
42.0,64.0,4095.0,21.18066954612732,SEM SOPRO
42.0,64.0,4095.0,21.26101589202881,SEM SOPRO
42.0,64.0,4095.0,21.340214252471924,SEM SOPRO
42.0,64.0,4095.0,21.420291662216187,SEM SOPRO
42.0,64.0,4095.0,21.500303268432617,SEM SOPRO
42.0,64.0,4095.0,21.580832719802856,SEM SOPRO
42.0,64.0,4095.0,21.660771369934082,SEM SOPRO
42.0,64.0,4095.0,21.740416526794434,SEM SOPRO
42.0,64.0,4095.0,21.820659637451172,SEM SOPRO
42.0,64.0,4095.0,21.900303840637207,SEM SOPRO
42.0,64.0,4095.0,21.980506420135498,SEM SOPRO
42.0,64.0,4095.0,22.06119441986084,SEM SOPRO
42.0,64.0,4095.0,22.14063835144043,SEM SOPRO
41.5,65.0,4095.0,22.245728969573975,SEM SOPRO
41.5,65.0,4095.0,22.32597041130066,SEM SOPRO
41.5,65.0,4095.0,22.405311584472656,SEM SOPRO
41.5,65.0,4095.0,22.485139846801758,SEM SOPRO
41.5,65.0,4095.0,22.565451860427856,SEM SOPRO
41.5,65.0,4095.0,22.645883560180664,SEM SOPRO
41.5,65.0,4095.0,22.72605586051941,SEM SOPRO
41.5,65.0,4095.0,22.80542016029358,SEM SOPRO
41.5,65.0,4095.0,22.885878086090088,SEM SOPRO
41.5,65.0,4095.0,22.965807914733887,SEM SOPRO
41.5,65.0,4095.0,23.045779943466187,SEM SOPRO
41.5,65.0,4095.0,23.125588417053223,SEM SOPRO
41.5,65.0,4095.0,23.205898761749268,SEM SOPRO
41.5,65.0,4095.0,23.28578233718872,SEM SOPRO
41.5,65.0,4095.0,23.365859031677246,SEM SOPRO
41.5,65.0,4095.0,23.445205211639404,SEM SOPRO
41.5,65.0,4095.0,23.526031970977783,SEM SOPRO
41.5,65.0,4095.0,23.605650424957275,SEM SOPRO
41.5,65.0,4095.0,23.685370683670044,SEM SOPRO
41.5,65.0,4095.0,23.766595602035522,SEM SOPRO
41.5,65.0,4095.0,23.844992637634277,SEM SOPRO
41.5,65.0,4095.0,23.925965547561646,SEM SOPRO
41.5,65.0,4095.0,24.005574941635132,SEM SOPRO
41.5,65.0,4095.0,24.084927082061768,SEM SOPRO
41.5,65.0,4095.0,24.165984630584717,SEM SOPRO
41.1,66.0,4095.0,24.27060604095459,SEM SOPRO
41.1,66.0,4095.0,24.350260734558105,SEM SOPRO
41.1,66.0,4095.0,24.431169748306274,SEM SOPRO
41.1,66.0,4095.0,24.510913133621216,SEM SOPRO
41.1,66.0,4095.0,24.590524673461914,SEM SOPRO
41.1,66.0,4095.0,24.67118763923645,SEM SOPRO
41.1,66.0,4095.0,24.75060772895813,SEM SOPRO
41.1,66.0,4095.0,24.83095097541809,SEM SOPRO
41.1,66.0,4095.0,24.910786390304565,SEM SOPRO
41.1,66.0,4095.0,24.990736722946167,SEM SOPRO
41.1,66.0,4095.0,25.07079529762268,SEM SOPRO
41.1,66.0,4095.0,25.15097403526306,SEM SOPRO
41.1,66.0,4095.0,25.231081247329712,SEM SOPRO
41.1,66.0,4095.0,25.31089425086975,SEM SOPRO
41.1,66.0,4095.0,25.39090633392334,SEM SOPRO
41.1,66.0,4095.0,25.47043251991272,SEM SOPRO
41.1,66.0,4095.0,25.551024913787842,SEM SOPRO
41.1,66.0,4095.0,25.63080930709839,SEM SOPRO
41.1,66.0,4095.0,25.710750818252563,SEM SOPRO
41.1,66.0,4095.0,25.79093360900879,SEM SOPRO
41.1,66.0,4095.0,25.87091302871704,SEM SOPRO
41.1,66.0,4095.0,25.95110297203064,SEM SOPRO
41.1,66.0,4095.0,26.030969619750977,SEM SOPRO
41.1,66.0,4095.0,26.11043381690979,SEM SOPRO
41.1,66.0,4095.0,26.19107222557068,SEM SOPRO
40.5,66.0,4095.0,26.29582166671753,SEM SOPRO
40.5,66.0,4095.0,26.375963926315308,SEM SOPRO
40.5,66.0,4095.0,26.45558786392212,SEM SOPRO
40.5,66.0,4095.0,26.535516500473022,SEM SOPRO
40.5,66.0,4095.0,26.615835428237915,SEM SOPRO
40.5,66.0,4095.0,26.695952892303467,SEM SOPRO
40.5,66.0,4095.0,26.775686025619507,SEM SOPRO
40.5,66.0,4095.0,26.855615615844727,SEM SOPRO
40.5,66.0,4095.0,26.935895204544067,SEM SOPRO
40.5,66.0,4095.0,27.016011476516724,SEM SOPRO
40.5,66.0,4095.0,27.095826387405396,SEM SOPRO
40.5,66.0,4095.0,27.17603039741516,SEM SOPRO
40.5,66.0,4095.0,27.25535488128662,SEM SOPRO
40.5,66.0,4095.0,27.335907459259033,SEM SOPRO
40.5,66.0,4095.0,27.415990114212036,SEM SOPRO
40.5,66.0,4095.0,27.49605894088745,SEM SOPRO
40.5,66.0,4095.0,27.575981855392456,SEM SOPRO
40.5,66.0,4095.0,27.655953407287598,SEM SOPRO
40.5,66.0,4095.0,27.734920263290405,SEM SOPRO
40.5,66.0,4095.0,27.815840244293213,SEM SOPRO
40.5,66.0,4095.0,27.895198345184326,SEM SOPRO
40.5,66.0,4095.0,27.97539448738098,SEM SOPRO
40.5,66.0,4095.0,28.055232524871826,SEM SOPRO
40.5,66.0,4095.0,28.135642766952515,SEM SOPRO
40.5,66.0,4095.0,28.215946674346924,SEM SOPRO
39.8,65.0,4095.0,28.320151805877686,SEM SOPRO
39.8,65.0,4095.0,28.40101385116577,SEM SOPRO
39.8,65.0,4095.0,28.48078727722168,SEM SOPRO
39.8,65.0,4095.0,28.560832023620605,SEM SOPRO
39.8,65.0,4095.0,28.64047646522522,SEM SOPRO
39.8,65.0,4095.0,28.71958899497986,SEM SOPRO
39.8,65.0,4095.0,28.80087161064148,SEM SOPRO
39.8,65.0,4095.0,28.88084888458252,SEM SOPRO
39.8,65.0,4095.0,28.960638761520386,SEM SOPRO
39.8,65.0,4095.0,29.04075813293457,SEM SOPRO
39.8,65.0,4095.0,29.120946884155273,SEM SOPRO
39.8,65.0,4095.0,29.201107501983643,SEM SOPRO
39.8,65.0,4095.0,29.280980110168457,SEM SOPRO
39.8,65.0,4095.0,29.36089515686035,SEM SOPRO
39.8,65.0,4095.0,29.4404616355896,SEM SOPRO
39.8,65.0,4095.0,29.520878553390503,SEM SOPRO
39.8,65.0,4095.0,29.60038423538208,SEM SOPRO
39.8,65.0,4095.0,29.680412530899048,SEM SOPRO
39.8,65.0,4095.0,29.760687351226807,SEM SOPRO
39.8,65.0,4095.0,29.840842485427856,SEM SOPRO
39.8,65.0,4095.0,29.92104983329773,SEM SOPRO
39.8,65.0,4095.0,30.00093960762024,SEM SOPRO
39.8,65.0,4095.0,30.080785989761353,SEM SOPRO
39.8,65.0,4095.0,30.1607186794281,SEM SOPRO
39.8,65.0,4095.0,30.240416049957275,SEM SOPRO
39.1,66.0,4095.0,30.345759868621826,SEM SOPRO
39.1,66.0,4095.0,30.42573642730713,SEM SOPRO
39.1,66.0,4095.0,30.505844593048096,SEM SOPRO
39.1,66.0,4095.0,30.585554122924805,SEM SOPRO
39.1,66.0,4095.0,30.665839910507202,SEM SOPRO
39.1,66.0,4095.0,30.746112823486328,SEM SOPRO
39.1,66.0,4095.0,30.8259596824646,SEM SOPRO
39.1,66.0,4095.0,30.9055438041687,SEM SOPRO
39.1,66.0,4095.0,30.98594093322754,SEM SOPRO
39.1,66.0,4095.0,31.065659761428833,SEM SOPRO
39.1,66.0,4095.0,31.14588761329651,SEM SOPRO
39.1,66.0,4095.0,31.226250410079956,SEM SOPRO
39.1,66.0,4095.0,31.30562448501587,SEM SOPRO
39.1,66.0,4095.0,31.38575792312622,SEM SOPRO
39.1,66.0,4095.0,31.4658944606781,SEM SOPRO
39.1,66.0,4095.0,31.54607057571411,SEM SOPRO
39.1,66.0,4095.0,31.6255304813385,SEM SOPRO
39.1,66.0,4095.0,31.705540418624878,SEM SOPRO
39.1,66.0,4095.0,31.785603284835815,SEM SOPRO
39.1,66.0,4095.0,31.865856885910034,SEM SOPRO
39.1,66.0,4095.0,31.945456743240356,SEM SOPRO
39.1,66.0,4095.0,32.02573561668396,SEM SOPRO
39.1,66.0,4095.0,32.10553169250488,SEM SOPRO
39.1,66.0,4095.0,32.18505668640137,SEM SOPRO
39.1,66.0,4095.0,32.26609754562378,SEM SOPRO
39.1,68.0,4095.0,32.37062931060791,SEM SOPRO
39.1,68.0,4095.0,32.45091915130615,SEM SOPRO
39.1,68.0,4095.0,32.53093075752258,SEM SOPRO
39.1,68.0,4095.0,32.61095094680786,SEM SOPRO
39.1,68.0,4095.0,32.690943479537964,SEM SOPRO
39.1,68.0,4095.0,32.77061486244202,SEM SOPRO
39.1,68.0,4095.0,32.85066747665405,SEM SOPRO
39.1,68.0,4095.0,32.93101525306702,SEM SOPRO
39.1,68.0,4095.0,33.01086711883545,SEM SOPRO
39.1,68.0,4095.0,33.09075975418091,SEM SOPRO
39.1,68.0,4095.0,33.17096662521362,SEM SOPRO
39.1,68.0,4095.0,33.2503867149353,SEM SOPRO
39.1,68.0,4095.0,33.330461263656616,SEM SOPRO
39.1,68.0,4095.0,33.41081929206848,SEM SOPRO
39.1,68.0,4095.0,33.4909770488739,SEM SOPRO
39.1,68.0,4095.0,33.570595502853394,SEM SOPRO
39.1,68.0,4095.0,33.650755643844604,SEM SOPRO
39.1,68.0,4095.0,33.73106932640076,SEM SOPRO
39.1,68.0,4095.0,33.81082892417908,SEM SOPRO
39.1,68.0,4095.0,33.890873670578,SEM SOPRO
39.1,68.0,4095.0,33.97038435935974,SEM SOPRO
39.1,68.0,4095.0,34.05082297325134,SEM SOPRO
39.1,68.0,4095.0,34.13104820251465,SEM SOPRO
39.1,68.0,4095.0,34.210928440093994,SEM SOPRO
39.1,68.0,4095.0,34.29073929786682,SEM SOPRO
38.6,67.0,4095.0,34.39584398269653,SEM SOPRO
38.6,67.0,4095.0,34.4759247303009,SEM SOPRO
38.6,67.0,4095.0,34.55548334121704,SEM SOPRO
38.6,67.0,4095.0,34.6361026763916,SEM SOPRO
38.6,67.0,4095.0,34.7158944606781,SEM SOPRO
38.6,67.0,4095.0,34.79627799987793,SEM SOPRO
38.6,67.0,4095.0,34.87605690956116,SEM SOPRO
38.6,67.0,4095.0,34.95578670501709,SEM SOPRO
38.6,67.0,4095.0,35.035643339157104,SEM SOPRO
38.6,67.0,4095.0,35.11602258682251,SEM SOPRO
38.6,67.0,4095.0,35.19599437713623,SEM SOPRO
38.6,67.0,4095.0,35.275869369506836,SEM SOPRO
38.6,67.0,4095.0,35.35569930076599,SEM SOPRO
38.6,67.0,4095.0,35.43603014945984,SEM SOPRO
38.6,67.0,4095.0,35.51598072052002,SEM SOPRO
38.6,67.0,4095.0,35.5961217880249,SEM SOPRO
38.6,67.0,4095.0,35.675989389419556,SEM SOPRO
38.6,67.0,4095.0,35.755778074264526,SEM SOPRO
38.6,67.0,4095.0,35.83529281616211,SEM SOPRO
38.6,67.0,4095.0,35.91555666923523,SEM SOPRO
38.6,67.0,4095.0,35.995978593826294,SEM SOPRO
38.6,67.0,4095.0,36.07598519325256,SEM SOPRO
38.6,67.0,4095.0,36.15555953979492,SEM SOPRO
38.6,67.0,4095.0,36.23576092720032,SEM SOPRO
38.6,67.0,4095.0,36.315958738327026,SEM SOPRO
38.1,68.0,4095.0,36.42079544067383,SEM SOPRO
38.1,68.0,4095.0,36.50027823448181,SEM SOPRO
38.1,68.0,4095.0,36.58100366592407,SEM SOPRO
38.1,68.0,4095.0,36.66095590591431,SEM SOPRO
38.1,68.0,4095.0,36.740668535232544,SEM SOPRO
38.1,68.0,4095.0,36.820409297943115,SEM SOPRO
38.1,68.0,4095.0,36.900719165802,SEM SOPRO
38.1,68.0,4095.0,36.98101329803467,SEM SOPRO
38.1,68.0,4095.0,37.06097197532654,SEM SOPRO
38.1,68.0,4095.0,37.141075134277344,SEM SOPRO
38.1,68.0,4095.0,37.220409631729126,SEM SOPRO
38.1,68.0,4095.0,37.3012638092041,SEM SOPRO
